Eselon 1,Tempat tinggal,hari bekerja non WFH per bulannya,hari ideal bekerja non WFH seminggu,Lokasi melaksanakan WFH,lama bekerja ketika WFH sehari,jumlah rapat online paralel (multi zoom) sehari,improve-gaya komunikasi atasan,improve-sarana prasarana pendukung kerja,improve-pengaturan jam kerja,improve-beban kerja,improve-pengelolaan kinerja pegawai,adv-manajemen keuangan lebih baik,adv-fokus meningkatkan kompetensi,adv-kesempatan belajar,adv-hubungan dg rekan kerja lebih baik,adv-komunikasi dg keluarga dekat lebih baik,adv-quality time dg keluarga inti,adv-terlibat dengan komunitas,adv-lebih mengenal lingkungan tempat tinggal,adv-waktu menekuni hobi,adv-kualitas ibadah / kehidupan spiritual,adv-pola hidup lebih sehat,harapan peningkatan implementasi FWS,gender,age,masa_kerja_tahun,masa_kerja_bulan,kode_wilayah_ktp
Sekretariat Jenderal,Kontrak,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,"Semoga fws ini bisa mempertimbangkan pegawai untuk fws di lokasi homebase ( di luar Jakarta) sehingga pekerjaan bisa lebih fleksibel namun tetap efektif dan efisien, ",wanita,24,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Netral,sudah good,pria,26,6,0,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,sudah bagus,pria,30,8,2,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,< 2 ,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,semoga implementasi FWS di unit kami dapat direalisasikan dengan segera,pria,34,13,0,
Sekretariat Komite Nasional Ekonomi dan Keuangan Syariah,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Tidak Setuju,Setuju,Setuju,Setuju,Tidak Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,saya harap implementasi FWS menjadi wajib di seluruh instansi yg memenuhi kriteria pekerjaan. beberapa unit cenderung ragu-ragu dalam mengimplementasikan FWS dan cenderung meminta pegawai untuk bekerja di kantor lebih dari 2 kali seminggu.,pria,30,8,2,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Tempat lain,> 6 jam 25 menit ,< 2 ,Netral,Netral,Netral,Netral,Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Netral,Netral,Netral,Netral,Netral,Semoga Implementasi FWS dapat tetap diterapkan di Lingkungan Kementerian Keuangan.,wanita,29,6,10,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,agar dapat lebih disosialisasikan,pria,37,14,2,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Netral,Setuju,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,Setuju,Netral,Agar peta beban kerja dapat terstruktur dengan lebih baik. Serta sistem reward dan punishment dapat diterapkan dan disesuaikan lagi. ,wanita,27,5,0,
Badan Pendidikan dan Pelatihan Keuangan,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,< 2 ,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Tidak Setuju,Setuju,Setuju,Netral,Setuju,Netral,Setuju,Setuju,Satelite office ,wanita,35,6,10,327501
Badan Pendidikan dan Pelatihan Keuangan,Kontrak,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Sangat Setuju,Setuju,Netral,Netral,Netral,Tidak Setuju,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,netral (belum memiliki harapan yang tergambar jelas),pria,37,14,2,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,1 hari,Homebase,< 6 jam 25 menit,< 2 ,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Netral,Netral,Netral,Setuju,-,wanita,34,12,0,167306
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,,wanita,26,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,"semoga dapat terwujud dan terlaksana dengan baik, merata untuk semua unit kerja dengan sarana dan prasarana yang memadai",wanita,34,14,2,
Sekretariat Jenderal,Kontrak,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Semoga dapat segera terealisasi terutama untuk kemudahan ijin wfhb dan penyediaan kantor satelit ,pria,28,5,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,"Harapan saya dengan dilaksanakannya FWS ini pegawai bisa lebih tenang dan bersemangat dalam melaksanakan tugasnya dikarenakan pegawai dapat tetap membagi waktu dengan keluarga, dan waktu yang terbuang untuk perjalanan dan persiapannya bisa dipergunakan untuk mengerjakan hal lain yang lebih bermanfaat. Hal ini akan meningkatkan kinerja pegawai",wanita,39,12,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,pembagian beban kerja yang adil untuk setiap pegawai perlu dilakukan oleh atasan,wanita,33,12,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,< 6 jam 25 menit,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,"FWS ini model Kerja yg cocok, produktif dan bahagia",pria,49,29,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Netral,Netral,Netral,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,.,pria,37,18,0,
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,< 6 jam 25 menit,< 2 ,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,pria,26,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat bagus sekali,wanita,55,21,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Homebase,< 6 jam 25 menit,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Tidak Setuju,Netral,Setuju,Kemenkeu dapat mempertimbangkan pola kerja FWS untuk di masa mendatang dengan menerapkan transformasi digital dan reformasi birokrasi. ,wanita,37,11,0,
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,,pria,25,3,11,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,< 6 jam 25 menit,< 2 ,Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,FWS dapat dilakukan secara sepenuhnya,pria,31,9,2,
Badan Pendidikan dan Pelatihan Keuangan,Kontrak,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,< 6 jam 25 menit,< 2 ,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,Setuju,Sangat Setuju,Netral,Setuju,Setuju,Netral,Setuju,Netral,Netral,Netral,dapat segera di implementasikan,pria,35,6,10,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,4 hari,Homebase,< 6 jam 25 menit,< 2 ,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Mantab lanjutkan,pria,51,23,9,
Badan Pendidikan dan Pelatihan Keuangan,Kontrak,10 sd15 hari kerja,1 hari,Homebase,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,Netral,Setuju,Netral,Setuju,Setuju,-,wanita,31,11,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,< 2 ,Netral,Setuju,Netral,Netral,Netral,Netral,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,sudah baik,pria,38,18,0,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Sangat Setuju,Setuju,Setuju,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,"FWS selaras dengan digitalisasi, diharapkan ke depannya lebih dapat mendukung untuk dapat bekerja secara remote namun juga menghasilkan produktivitas yang nyata. dari segi sarana, diharapkan pegawai mendapatkan laptop yang memadai untuk WFH, selain itu juga dibutuhkan koneksi dalam tim entah itu memakai google atau intern aplikasi yang dikembangkan oleh pusintek.
terkait dengan komunikasi, diharapkan atasan yang masih mencurigai kinerja bawahan dengan menelpon saat WFH perlu merubah mindset dan lebih mempercayakan kepada bawahan. monitoring jalan namun tidak menjadi skeptikal, karena dengan begitu akan membuat komunikasi atasan-bawahan tidak nyaman.
reward juga perlu, selain itu untuk mempererat komunikasi pada saat wfh dapat menggunakan zoom untuk berkoordinasi dalam tim, dapat juga menggunakan wa grup.
dan yang lebih penting adalah dukungan dari pusintek dan jajaran eselon 1 apabila terdapat eselon 2, khususnya kantor saya, yang masih dalam proses menuju digitalisasi agar dapat mensupport dengan menyediakan dan mengembangkan jaringan agar dapat mengoptimalkan WFH dan transformasi digitalisasi dalam pengadilan pajak",wanita,25,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,4 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,"FWS adalah cara adaptif baru kita karena meeting pun sudah dobel sana sini lewat zoom, super exhausting sekali kalo masih harus berhadapan dengan kemacetan. FWS adalah solusi kelelahan ini.",wanita,26,5,0,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,< 6 jam 25 menit,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,"sudah baik, mendukung work life balance",wanita,26,3,11,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Netral,Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,Netral,Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,"agar pimpinan memperhatikan work life balance, jangan mentang2 FWS kita jadi bisa dipekerjakan kapan saja, dengan dalih bahwa FWS sudah merupakan suatu privilege.",wanita,30,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Homebase,> 6 jam 25 menit ,> 2	,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,OK,pria,37,12,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,0 hari,Homebase,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,pria,37,14,11,
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,2 hari,Homebase,< 6 jam 25 menit,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Tidak Setuju,Netral,Netral,Setuju,Setuju,Setuju,Netral,Netral,Netral,Netral,Netral,-,pria,32,13,0,
Sekretariat Jenderal,Kontrak,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,< 6 jam 25 menit,< 2 ,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,Setuju,Tidak Setuju,Netral,Sangat Setuju,Semoga kebijakan ini dapat terus dikembangkan dan diterapkan secara menyeluruh pada setiap bidang pekerjaan,wanita,26,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Perlu ditambah Satellite Office,pria,49,27,11,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,5 hari,Homebase,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,wanita,46,27,10,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,< 6 jam 25 menit,< 2 ,Netral,Netral,Netral,Netral,Setuju,Setuju,Netral,Netral,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,sudah baik,pria,29,6,10,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,< 2 ,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Implementasi FWS di Kementerian Keuangan harus lebih ditingkatkan sehingga kedepannya kita tidak terikat lagi dengan lokasi kantor.,pria,34,13,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,1 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,"kebijakan fws baik sekali, tinggal dilaksanakan secara menyeluruh",pria,27,3,11,
Sekretariat Jenderal,Kontrak,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Netral,Netral,Netral,Setuju,Tidak Setuju,Setuju,Netral,,pria,37,11,0,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,> 2	,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Semoga FWS dapat mengakomodir para pegawai yang jauh dari keluarga sehingga work life balance,pria,39,15,10,367403
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,< 2 ,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Sarana Laptop untuk setiap Pegawai.,pria,43,19,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,< 6 jam 25 menit,< 2 ,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Setuju,Setuju,...,wanita,38,12,11,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,pria,32,11,0,330602
Sekretariat Jenderal,Kos,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Netral,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Netral,Setuju,Sangat Setuju,Kiranya FWS dapat terimplementasikan walau pandemi telah usai dengan tetap menjaga kinerja pegawai untuk mencapai tujuan organisasi yg lebih baik.,wanita,22,3,0,
Sekretariat Komite Nasional Ekonomi dan Keuangan Syariah,Milik Sendiri,10 sd15 hari kerja,1 hari,Homebase,> 6 jam 25 menit ,> 2	,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,agar dapat diterapkan secara mandatory,pria,37,18,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,< 2 ,Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,semoga semakin bisa mewujudkan work life balance,pria,46,20,0,
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,> 2	,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,baik,wanita,42,19,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,,wanita,51,29,9,
Sekretariat Jenderal,Kontrak,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Netral,Netral,Tidak Setuju,Netral,Netral,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,semoga covid segera selesai dan FWS segera dilaksanakan meskipun covid telah selesai.,pria,29,7,1,
Badan Pendidikan dan Pelatihan Keuangan,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,2 hari,Tempat lain,> 6 jam 25 menit ,< 2 ,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,pria,34,13,0,
Badan Pendidikan dan Pelatihan Keuangan,Milik Sendiri,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,,pria,38,15,10,367403
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,3 hari,Homebase,> 6 jam 25 menit ,> 2	,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,,pria,34,11,0,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,1 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,-,pria,25,3,11,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,2 hari,Homebase,> 6 jam 25 menit ,< 2 ,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,sudah sangat baik,pria,31,9,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,5 hari,Homebase,> 6 jam 25 menit ,< 2 ,Netral,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Setuju,jika memungkinkan diberikan fasiltas paket data/quota selama FWS,pria,43,19,0,
Sekretariat Jenderal,Milik Sendiri,10 sd15 hari kerja,3 hari,Homebase,< 6 jam 25 menit,> 2	,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,semoga dapat berjalan beriringan antara kinerja yang tetap baik dan kesempatan FWS yang mudah.,pria,35,13,0,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,> 2	,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Agar FWS dipertahankan dan dikembangkan terus agar efektif,wanita,33,14,2,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,3 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,,wanita,25,3,11,
Sekretariat Jenderal,Menumpang (orangtua/ saudara/lainnya),10 sd15 hari kerja,5 hari,Homebase,> 6 jam 25 menit ,> 2	,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Try focus working hour policy not only on outcome and accountability but also better and fairer incentive system,pria,36,14,11,
Sekretariat Jenderal,Kos,10 sd15 hari kerja,2 hari,Kos/tempat tinggal terpisah dari keluarga  ,> 6 jam 25 menit ,< 2 ,Netral,Setuju,Setuju,Sangat Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Netral,Netral,Sangat Setuju,Setuju,Setuju,Sangat Setuju,agar dapat diimplmentasikan dengan baik ,wanita,23,3,0,
